variable,coef,class_label,outcome,std_err,p_value,spec,base_category,stars,coef_se,source_base,source_base_label,outcome_short,base_short
legal_civil,0.0865798561457534,Expands Expression,Expands Expression,0.3016863832121834,0.7741228171646775,spec_im_attack_decision,Mixed Outcome,,0.087 (0.302),mixed,Mixed Outcome,expand,mixed
high_court,-0.5813406150101852,Contracts Expression,Contracts Expression,0.3052162196635067,0.0568210897967599,spec_im_attack_decision,Mixed Outcome,*,-0.581* (0.305),mixed,Mixed Outcome,contract,mixed
high_court,-0.1002230330539274,Expands Expression,Expands Expression,0.1546637922624881,0.5169812047220174,spec_im_attack_decision,Mixed Outcome,,-0.1 (0.155),mixed,Mixed Outcome,expand,mixed
j_ind_lag1,0.2142656375845743,Contracts Expression,Contracts Expression,0.2329991423320274,0.3577826651859225,spec_im_attack_decision,Mixed Outcome,,0.214 (0.233),mixed,Mixed Outcome,contract,mixed
j_ind_lag1,0.3644178975633994,Expands Expression,Expands Expression,0.1753238817739432,0.0376595476768238,spec_im_attack_decision,Mixed Outcome,**,0.364** (0.175),mixed,Mixed Outcome,expand,mixed
wdj_press_lag1,1.5189300653501496,Contracts Expression,Contracts Expression,0.507314342108559,0.0027529093746565,spec_p_attack_decision,Mixed Outcome,***,1.519*** (0.507),mixed,Mixed Outcome,contract,mixed
wdj_press_lag1,0.7003528809712746,Expands Expression,Expands Expression,0.3730710568125088,0.0604819136009448,spec_p_attack_decision,Mixed Outcome,*,0.7* (0.373),mixed,Mixed Outcome,expand,mixed
v2jupoatck_lag1,0.1671231601610582,Contracts Expression,Contracts Expression,0.1000552494992033,0.0948582900302097,spec_p_attack_decision,Mixed Outcome,*,0.167* (0.1),mixed,Mixed Outcome,contract,mixed
v2jupoatck_lag1,0.0534584036683719,Expands Expression,Expands Expression,0.0822268900786398,0.5156064015466674,spec_p_attack_decision,Mixed Outcome,,0.053 (0.082),mixed,Mixed Outcome,expand,mixed
v2x_polyarchy_lag1,-5.92160636096515,Contracts Expression,Contracts Expression,1.25577341460974,2.4111145757528134e-06,spec_p_attack_decision,Mixed Outcome,***,-5.922*** (1.256),mixed,Mixed Outcome,contract,mixed
v2x_polyarchy_lag1,-2.654275141531113,Expands Expression,Expands Expression,0.8862210822619357,0.0027440118812325,spec_p_attack_decision,Mixed Outcome,***,-2.654*** (0.886),mixed,Mixed Outcome,expand,mixed
v2jureview_lag1,-0.3147094249139098,Contracts Expression,Contracts Expression,0.3750586059268465,0.4014165642310416,spec_p_attack_decision,Mixed Outcome,,-0.315 (0.375),mixed,Mixed Outcome,contract,mixed
v2jureview_lag1,0.3500470652236808,Expands Expression,Expands Expression,0.3630172286263662,0.3349099669154514,spec_p_attack_decision,Mixed Outcome,,0.35 (0.363),mixed,Mixed Outcome,expand,mixed
legal_common,0.6840308971642672,Contracts Expression,Contracts Expression,0.4532040547216486,0.1312164888102285,spec_p_attack_decision,Mixed Outcome,,0.684 (0.453),mixed,Mixed Outcome,contract,mixed
legal_common,-0.8614329069661877,Expands Expression,Expands Expression,0.3758102713488623,0.0218940124173162,spec_p_attack_decision,Mixed Outcome,**,-0.861** (0.376),mixed,Mixed Outcome,expand,mixed
legal_civil,-0.1266368068794004,Contracts Expression,Contracts Expression,0.3909374487060961,0.7459901803883965,spec_p_attack_decision,Mixed Outcome,,-0.127 (0.391),mixed,Mixed Outcome,contract,mixed
legal_civil,-0.1693426240398165,Expands Expression,Expands Expression,0.276458194356962,0.5401783366047588,spec_p_attack_decision,Mixed Outcome,,-0.169 (0.276),mixed,Mixed Outcome,expand,mixed
high_court,-0.5939106066402409,Contracts Expression,Contracts Expression,0.3032626248720127,0.0501826764166515,spec_p_attack_decision,Mixed Outcome,*,-0.594* (0.303),mixed,Mixed Outcome,contract,mixed
high_court,-0.0991072577258155,Expands Expression,Expands Expression,0.1527877695884753,0.5165584050875862,spec_p_attack_decision,Mixed Outcome,,-0.099 (0.153),mixed,Mixed Outcome,expand,mixed
j_ind_lag1,0.2287124508600547,Contracts Expression,Contracts Expression,0.2192871404163652,0.2969568183165149,spec_p_attack_decision,Mixed Outcome,,0.229 (0.219),mixed,Mixed Outcome,contract,mixed
j_ind_lag1,0.3816995888252572,Expands Expression,Expands Expression,0.1737109531470669,0.0279971741133573,spec_p_attack_decision,Mixed Outcome,**,0.382** (0.174),mixed,Mixed Outcome,expand,mixed
wdj_govprot_lag1,0.3967373434157913,Contracts Expression,Contracts Expression,0.3253326845970221,0.2226613146919824,spec_govprot_attack_decision,Mixed Outcome,,0.397 (0.325),mixed,Mixed Outcome,contract,mixed
wdj_govprot_lag1,0.1266383312256439,Expands Expression,Expands Expression,0.2160339566693662,0.5577435296004096,spec_govprot_attack_decision,Mixed Outcome,,0.127 (0.216),mixed,Mixed Outcome,expand,mixed
v2jupoatck_lag1,0.2521734271439799,Contracts Expression,Contracts Expression,0.1212593382861495,0.0375603389468216,spec_govprot_attack_decision,Mixed Outcome,**,0.252** (0.121),mixed,Mixed Outcome,contract,mixed
v2jupoatck_lag1,0.0909426062111643,Expands Expression,Expands Expression,0.0930761778148672,0.3285309609603133,spec_govprot_attack_decision,Mixed Outcome,,0.091 (0.093),mixed,Mixed Outcome,expand,mixed
v2x_polyarchy_lag1,-5.468936455323292,Contracts Expression,Contracts Expression,1.291875499243985,2.302553401921649e-05,spec_govprot_attack_decision,Mixed Outcome,***,-5.469*** (1.292),mixed,Mixed Outcome,contract,mixed
v2x_polyarchy_lag1,-2.4357753316195616,Expands Expression,Expands Expression,0.9357562246801364,0.0092411412516549,spec_govprot_attack_decision,Mixed Outcome,***,-2.436*** (0.936),mixed,Mixed Outcome,expand,mixed
v2jureview_lag1,-0.2539053026303731,Contracts Expression,Contracts Expression,0.3637111446717124,0.4851171467609516,spec_govprot_attack_decision,Mixed Outcome,,-0.254 (0.364),mixed,Mixed Outcome,contract,mixed
v2jureview_lag1,0.3656369333460002,Expands Expression,Expands Expression,0.3539056219964946,0.3015345801511461,spec_govprot_attack_decision,Mixed Outcome,,0.366 (0.354),mixed,Mixed Outcome,expand,mixed
legal_common,0.417139029238887,Contracts Expression,Contracts Expression,0.4874855990239347,0.3921664616777621,spec_govprot_attack_decision,Mixed Outcome,,0.417 (0.487),mixed,Mixed Outcome,contract,mixed
legal_common,-0.9450597771157864,Expands Expression,Expands Expression,0.3784486985737795,0.0125180491241709,spec_govprot_attack_decision,Mixed Outcome,**,-0.945** (0.378),mixed,Mixed Outcome,expand,mixed
legal_civil,-0.0309765430399569,Contracts Expression,Contracts Expression,0.393816436843631,0.9373051989125124,spec_govprot_attack_decision,Mixed Outcome,,-0.031 (0.394),mixed,Mixed Outcome,contract,mixed
legal_civil,-0.1068234629756617,Expands Expression,Expands Expression,0.277252690861581,0.7000205022597386,spec_govprot_attack_decision,Mixed Outcome,,-0.107 (0.277),mixed,Mixed Outcome,expand,mixed
high_court,-0.5437128261713549,Contracts Expression,Contracts Expression,0.2904756203473542,0.061234011463857,spec_govprot_attack_decision,Mixed Outcome,*,-0.544* (0.29),mixed,Mixed Outcome,contract,mixed
high_court,-0.0814167763948084,Expands Expression,Expands Expression,0.1459458021819363,0.5769425555356539,spec_govprot_attack_decision,Mixed Outcome,,-0.081 (0.146),mixed,Mixed Outcome,expand,mixed
j_ind_lag1,0.142550171532143,Contracts Expression,Contracts Expression,0.2482720662232629,0.5658533151969913,spec_govprot_attack_decision,Mixed Outcome,,0.143 (0.248),mixed,Mixed Outcome,contract,mixed
j_ind_lag1,0.3422230695811791,Expands Expression,Expands Expression,0.1968364457246693,0.0821022625955446,spec_govprot_attack_decision,Mixed Outcome,*,0.342* (0.197),mixed,Mixed Outcome,expand,mixed
wdj_expression_lag1,0.1048224213986628,Expands Expression,Expands Expression,0.2809740308819084,0.7090978301079354,spec_base_1,Contracts Expression,,0.105 (0.281),contract,Contracts Expression,expand,contract
wdj_expression_lag1,0.1729397084276864,Mixed Outcome,Mixed Outcome,0.288621497671872,0.5490448200002638,spec_base_1,Contracts Expression,,0.173 (0.289),contract,Contracts Expression,mixed,contract
v2jureform_lag1,-0.2119762932927631,Expands Expression,Expands Expression,0.1530716326853804,0.1661082433011401,spec_base_1,Contracts Expression,,-0.212 (0.153),contract,Contracts Expression,expand,contract
v2jureform_lag1,-0.0280342550447294,Mixed Outcome,Mixed Outcome,0.1796953527111565,0.8760252131511899,spec_base_1,Contracts Expression,,-0.028 (0.18),contract,Contracts Expression,mixed,contract
wdj_expression_lag1,0.0422586521148366,Expands Expression,Expands Expression,0.308597139643875,0.891079860989495,spec_base_2,Contracts Expression,,0.042 (0.309),contract,Contracts Expression,expand,contract
wdj_expression_lag1,0.1831132473554372,Mixed Outcome,Mixed Outcome,0.3227688344560709,0.5704967235550433,spec_base_2,Contracts Expression,,0.183 (0.323),contract,Contracts Expression,mixed,contract
v2jupoatck_lag1,-0.1190073719523265,Expands Expression,Expands Expression,0.1213137018649988,0.3265983088569223,spec_base_2,Contracts Expression,,-0.119 (0.121),contract,Contracts Expression,expand,contract
v2jupoatck_lag1,0.0215017620195013,Mixed Outcome,Mixed Outcome,0.1424206626367285,0.8799965309736935,spec_base_2,Contracts Expression,,0.022 (0.142),contract,Contracts Expression,mixed,contract
wdj_expression_lag1,0.0742993741781771,Expands Expression,Expands Expression,0.2870381912511717,0.7957522186961419,spec_base_3,Contracts Expression,,0.074 (0.287),contract,Contracts Expression,expand,contract
wdj_expression_lag1,0.0695518284173982,Mixed Outcome,Mixed Outcome,0.2870374095433268,0.8085405225865111,spec_base_3,Contracts Expression,,0.07 (0.287),contract,Contracts Expression,mixed,contract
v2jupack_lag1,0.0322154613246636,Expands Expression,Expands Expression,0.1605750519158035,0.8409913625716805,spec_base_3,Contracts Expression,,0.032 (0.161),contract,Contracts Expression,expand,contract
v2jupack_lag1,0.2559636519399431,Mixed Outcome,Mixed Outcome,0.1931497036616858,0.1851019676451192,spec_base_3,Contracts Expression,,0.256 (0.193),contract,Contracts Expression,mixed,contract
wdj_expression_lag1,-0.0805896495937538,Expands Expression,Expands Expression,0.1961946839972414,0.6812458306483871,spec_extended_1,Contracts Expression,,-0.081 (0.196),contract,Contracts Expression,expand,contract
wdj_expression_lag1,-0.0928708184758104,Mixed Outcome,Mixed Outcome,0.2409587356037625,0.6999247220067604,spec_extended_1,Contracts Expression,,-0.093 (0.241),contract,Contracts Expression,mixed,contract
v2jureform_lag1,-0.3347437869690967,Expands Expression,Expands Expression,0.1238966973496676,0.0068965751594733,spec_extended_1,Contracts Expression,***,-0.335*** (0.124),contract,Contracts Expression,expand,contract
v2jureform_lag1,-0.1839669045061707,Mixed Outcome,Mixed Outcome,0.2503970990986772,0.4625218413026126,spec_extended_1,Contracts Expression,,-0.184 (0.25),contract,Contracts Expression,mixed,contract
v2x_polyarchy_lag1,3.4870241754507907,Expands Expression,Expands Expression,1.2153318028064442,0.0041151774517157,spec_extended_1,Contracts Expression,***,3.487*** (1.215),contract,Contracts Expression,expand,contract
v2x_polyarchy_lag1,5.182032176477089,Mixed Outcome,Mixed Outcome,1.4400213204780967,0.0003199592144689,spec_extended_1,Contracts Expression,***,5.182*** (1.44),contract,Contracts Expression,mixed,contract
v2jureview_lag1,0.8298983624956945,Expands Expression,Expands Expression,0.3226043928899029,0.010096825631112,spec_extended_1,Contracts Expression,**,0.83** (0.323),contract,Contracts Expression,expand,contract
v2jureview_lag1,0.3822903153701986,Mixed Outcome,Mixed Outcome,0.3732216977499961,0.3056944451461181,spec_extended_1,Contracts Expression,,0.382 (0.373),contract,Contracts Expression,mixed,contract
legal_common,-2.190248000733217,Expands Expression,Expands Expression,0.3491915186725637,3.5566140401459436e-10,spec_extended_1,Contracts Expression,***,-2.19*** (0.349),contract,Contracts Expression,expand,contract
legal_common,-0.8534641573592546,Mixed Outcome,Mixed Outcome,0.5399293379294566,0.1139475580704018,spec_extended_1,Contracts Expression,,-0.853 (0.54),contract,Contracts Expression,mixed,contract
legal_civil,-0.6711549970475748,Expands Expression,Expands Expression,0.3679223459699098,0.0681255164902306,spec_extended_1,Contracts Expression,*,-0.671* (0.368),contract,Contracts Expression,expand,contract
legal_civil,-0.3494616224583914,Mixed Outcome,Mixed Outcome,0.4862646046526771,0.4723470106915814,spec_extended_1,Contracts Expression,,-0.349 (0.486),contract,Contracts Expression,mixed,contract
high_court,0.4180729147978574,Expands Expression,Expands Expression,0.2787670529427246,0.13368658492969,spec_extended_1,Contracts Expression,,0.418 (0.279),contract,Contracts Expression,expand,contract
high_court,0.4564806914882955,Mixed Outcome,Mixed Outcome,0.2745915079614206,0.0964327677340418,spec_extended_1,Contracts Expression,*,0.456* (0.275),contract,Contracts Expression,mixed,contract
j_ind_lag1,0.2483863422956331,Expands Expression,Expands Expression,0.2645733677154308,0.3478239969450424,spec_extended_1,Contracts Expression,,0.248 (0.265),contract,Contracts Expression,expand,contract
j_ind_lag1,-0.1381504426205579,Mixed Outcome,Mixed Outcome,0.2668305857740212,0.6046355666206906,spec_extended_1,Contracts Expression,,-0.138 (0.267),contract,Contracts Expression,mixed,contract
wdj_expression_lag1,-0.1545342104605513,Expands Expression,Expands Expression,0.2669298522365204,0.5626351146530444,spec_extended_1_spline,Contracts Expression,,-0.155 (0.267),contract,Contracts Expression,expand,contract
wdj_expression_lag1,-0.3795570984685646,Mixed Outcome,Mixed Outcome,0.4197346880588091,0.3658476882543765,spec_extended_1_spline,Contracts Expression,,-0.38 (0.42),contract,Contracts Expression,mixed,contract
v2jureform_lag1,-0.3651950811949923,Expands Expression,Expands Expression,0.1185411890920697,0.0020648395425495,spec_extended_1_spline,Contracts Expression,***,-0.365*** (0.119),contract,Contracts Expression,expand,contract
v2jureform_lag1,-0.1564663572401381,Mixed Outcome,Mixed Outcome,0.2379191423118476,0.5107662097029544,spec_extended_1_spline,Contracts Expression,,-0.156 (0.238),contract,Contracts Expression,mixed,contract
v2x_polyarchy_lag1,3.1733348855504184,Expands Expression,Expands Expression,1.233297213033892,0.0100806763285842,spec_extended_1_spline,Contracts Expression,**,3.173** (1.233),contract,Contracts Expression,expand,contract
v2x_polyarchy_lag1,4.428064669789881,Mixed Outcome,Mixed Outcome,1.5333132577015074,0.0038781565954771,spec_extended_1_spline,Contracts Expression,***,4.428*** (1.533),contract,Contracts Expression,mixed,contract
v2jureview_lag1,0.7836166889924163,Expands Expression,Expands Expression,0.328559728410581,0.017078875953832,spec_extended_1_spline,Contracts Expression,**,0.784** (0.329),contract,Contracts Expression,expand,contract
v2jureview_lag1,0.3690547721284798,Mixed Outcome,Mixed Outcome,0.3611092314646966,0.3067794094266233,spec_extended_1_spline,Contracts Expression,,0.369 (0.361),contract,Contracts Expression,mixed,contract
legal_common,-2.200576573938376,Expands Expression,Expands Expression,0.3749428598129982,4.381710896722055e-09,spec_extended_1_spline,Contracts Expression,***,-2.201*** (0.375),contract,Contracts Expression,expand,contract
legal_common,-0.6355143528670896,Mixed Outcome,Mixed Outcome,0.5137731738395435,0.2161037484888915,spec_extended_1_spline,Contracts Expression,,-0.636 (0.514),contract,Contracts Expression,mixed,contract
legal_civil,-0.6949523416394682,Expands Expression,Expands Expression,0.3606894689994425,0.0540128995751485,spec_extended_1_spline,Contracts Expression,*,-0.695* (0.361),contract,Contracts Expression,expand,contract
legal_civil,-0.2858330905301173,Mixed Outcome,Mixed Outcome,0.4497530120580587,0.5250805474536062,spec_extended_1_spline,Contracts Expression,,-0.286 (0.45),contract,Contracts Expression,mixed,contract
high_court,0.269079737149665,Expands Expression,Expands Expression,0.3164991583674708,0.3952276842839307,spec_extended_1_spline,Contracts Expression,,0.269 (0.316),contract,Contracts Expression,expand,contract
high_court,0.4806523735736385,Mixed Outcome,Mixed Outcome,0.2776586607301406,0.0834355578539264,spec_extended_1_spline,Contracts Expression,*,0.481* (0.278),contract,Contracts Expression,mixed,contract
j_ind_lag1,0.3212825542072359,Expands Expression,Expands Expression,0.2675203553352198,0.2297648208707334,spec_extended_1_spline,Contracts Expression,,0.321 (0.268),contract,Contracts Expression,expand,contract
j_ind_lag1,-0.0398901546335057,Mixed Outcome,Mixed Outcome,0.2805081353337402,0.8869166879747793,spec_extended_1_spline,Contracts Expression,,-0.04 (0.281),contract,Contracts Expression,mixed,contract
v2x_polyarchy_lag1,-154.3711450460839,Expands Expression,Expands Expression,102.98758207191204,0.133891871661379,spec_extended_1_spline_interact,Contracts Expression,,-154.371 (102.988),contract,Contracts Expression,expand,contract
v2x_polyarchy_lag1,-181.4038587514762,Mixed Outcome,Mixed Outcome,166.63347130958206,0.2763126793706274,spec_extended_1_spline_interact,Contracts Expression,,-181.404 (166.633),contract,Contracts Expression,mixed,contract
wdj_expression_lag1,-0.1256648771705754,Expands Expression,Expands Expression,0.3669425828757656,0.7320012140127121,spec_extended_1_spline_interact,Contracts Expression,,-0.126 (0.367),contract,Contracts Expression,expand,contract
wdj_expression_lag1,-0.5166472720910246,Mixed Outcome,Mixed Outcome,0.507220939569276,0.3084003736510503,spec_extended_1_spline_interact,Contracts Expression,,-0.517 (0.507),contract,Contracts Expression,mixed,contract
v2jureform_lag1,-0.4066568913027084,Expands Expression,Expands Expression,0.1280933527914995,0.0014999582672614,spec_extended_1_spline_interact,Contracts Expression,***,-0.407*** (0.128),contract,Contracts Expression,expand,contract
v2jureform_lag1,-0.2048699369246862,Mixed Outcome,Mixed Outcome,0.2332386179071158,0.3797426520208821,spec_extended_1_spline_interact,Contracts Expression,,-0.205 (0.233),contract,Contracts Expression,mixed,contract
