,Intercept,wdj_citizen_lag1,v2jureform_lag1,v2x_polyarchy_lag1,v2jureview_lag1,legal_common,legal_civil,high_court,j_ind_lag1,mode_electronic_internet,mode_press_newspapers,mode_public_speech,mode_public_documents,mode_audio_visual_broadcasting,mode_public_assembly,mode_non_verbal_expression,defendant_citizen,defendant_press,defendant_government,defendant_intermediary,defendant_unclear
1009,1.0,0.0,-0.159,0.815,2.009,1.0,0.0,0.0,2.233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1010,1.0,0.0,-0.159,0.815,2.009,1.0,0.0,0.0,2.233,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1011,1.0,0.0,-0.159,0.815,2.009,1.0,0.0,0.0,2.233,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1013,1.0,0.0,-0.159,0.815,2.009,1.0,0.0,0.0,2.233,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1015,1.0,0.0,-0.159,0.815,2.009,1.0,0.0,1.0,2.583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1016,1.0,0.0,-0.159,0.815,2.009,1.0,0.0,1.0,2.583,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1017,1.0,0.0,-0.159,0.821,2.009,1.0,0.0,0.0,2.184,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1018,1.0,0.0,-0.159,0.821,2.009,1.0,0.0,0.0,2.184,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1020,1.0,0.0,-0.159,0.821,2.009,1.0,0.0,0.0,2.184,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1021,1.0,0.0,-0.159,0.821,2.009,1.0,0.0,0.0,2.184,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1022,1.0,0.0,-0.159,0.821,2.009,1.0,0.0,1.0,2.208,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
1023,1.0,0.0,-0.159,0.821,2.009,1.0,0.0,0.0,2.184,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1024,1.0,0.0,-0.159,0.821,2.009,1.0,0.0,0.0,2.184,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1025,1.0,0.0,-0.159,0.821,2.009,1.0,0.0,0.0,2.184,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1026,1.0,0.0,-0.159,0.821,2.009,1.0,0.0,0.0,2.184,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1027,1.0,0.0,-0.159,0.821,2.009,1.0,0.0,0.0,2.184,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1028,1.0,0.0,-0.159,0.833,2.009,1.0,0.0,1.0,2.208,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1030,1.0,0.0,-0.159,0.833,2.009,1.0,0.0,1.0,2.208,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1032,1.0,0.0,-0.159,0.833,2.009,1.0,0.0,0.0,2.184,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1035,1.0,0.0,-0.159,0.833,2.009,1.0,0.0,0.0,2.184,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1037,1.0,0.0,-0.159,0.833,2.009,1.0,0.0,1.0,2.208,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1038,1.0,0.0,-0.159,0.833,2.009,1.0,0.0,0.0,2.184,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1040,1.0,0.0,-0.159,0.833,2.009,1.0,0.0,0.0,2.184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1042,1.0,0.0,-0.159,0.833,2.009,1.0,0.0,1.0,2.208,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1044,1.0,0.0,-0.159,0.857,2.009,1.0,0.0,1.0,2.208,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1048,1.0,0.0,-0.159,0.857,2.009,1.0,0.0,0.0,2.184,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1050,1.0,0.0,-0.159,0.857,2.009,1.0,0.0,1.0,2.208,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1051,1.0,0.0,-0.159,0.857,2.009,1.0,0.0,1.0,2.208,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1054,1.0,0.0,-0.519,0.843,2.009,1.0,0.0,1.0,1.68,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1055,1.0,0.0,-0.519,0.843,2.009,1.0,0.0,0.0,2.102,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1057,1.0,0.0,-0.519,0.843,2.009,1.0,0.0,0.0,2.102,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1058,1.0,0.0,-0.519,0.843,2.009,1.0,0.0,0.0,2.102,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1059,1.0,0.0,-0.091,0.912,1.893,0.0,1.0,0.0,1.892,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1062,1.0,0.366013072,-2.354,0.312,1.041,0.0,1.0,0.0,-1.884,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1063,1.0,0.0,1.285,0.149,-1.011,0.0,1.0,0.0,-0.844,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1064,1.0,0.0,1.285,0.149,-1.011,0.0,1.0,0.0,-0.844,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1066,1.0,0.0,1.285,0.147,-1.011,0.0,1.0,0.0,-0.844,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1067,1.0,0.0,-1.065,0.31,1.295,0.0,0.0,1.0,1.019,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1070,1.0,0.0,-1.011,0.289,1.774,0.0,0.0,1.0,0.412,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1071,1.0,0.0,-1.148,0.303,1.774,0.0,0.0,1.0,0.412,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1072,1.0,0.0,-1.148,0.302,1.774,0.0,0.0,1.0,0.412,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1074,1.0,0.0,-1.266,0.299,1.728,0.0,0.0,0.0,-0.37,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
